en,ko
"His friends and siblings helped him through this studies, but when it came to working, he couldn't cut the mustard.","그의 친구들과 형제자매들은 그가 이 연구를 하는 것을 도와주었지만, 일을 하는 것에 관해서는, 그는 기대에 부응 할 수 없었습니다."
"Are you ever gonna let me off the hook, Saul?",언제쯤 날 놔줄 거요?
I’ll be there to help you. You can bank on it.,제가 도와드리겠습니다. 믿으세요.
We broke the ice with our new clients by taking them out for dinner.,저희는 새로운 고객들을 모시고 저녁 식사하러 가는 것으로 서먹한 분위기를 없앴어요.
"Australia seem likely to get to the semis, and a win today would nail it on.","호주는 준결승에 진출할 것으로 보이며, 오늘의 승리는 그것을 확정지을 것입니다."
"Let it go, don't beat a dead horse.","그 쯤 해둬, 지난 일은 신경 쓰지마."
The school boy was hitting other children and talking out in class. He was told by the teacher that he better shape up or he will have to stand in the hallway.,그 남학생은 다른 아이들을 때리고 수업시간에 큰소리로 이야기를 했습니다. 그는 선생님으로부터 행동을 바르게 하지 않으면 복도에 서 있어야 할 것이라고 들었습니다.
There is not a chance I am going to drive 4 hours to go to that party…not on your life.,내가 그 파티에 가기 위해 4시간을 운전할 가능성은 절대 없습니다.
"Before I submit the report, I want to go over it one more time for mistakes.",보고서를 제출하기 전에 한 번 더 검토하고 싶다.
The new publicity manager is really on the ball.,새 홍보 부장은 일이 돌아가는 사정을 정말 훤히 꿰고 있다.
"He used to drink a lot of beer and wine, but now he is on the wagon.",그는 예전에 맥주와 와인을 많이 마셨는데 지금은 술을 마시고 있습니다.
We are in the market for a new mattress.,우리는 새로운 매트리스를 사려고 합니다.
I’m speaking in front of 200 people tonight and am very nervous. My heart is in my mouth.,오늘 밤 200명 앞에서 연설을 해야 하니까 정말 긴장돼. 심장이 터질 것 같아.
It was a bolt from the blue!,전혀 예상하지 못했어요!
Don't cross the bridge unntil you come to it.,"지레 걱정하지마, 그때 가서 생각 해도 돼."
I  had to bite the bullet and backed down on the demand. ,나는 울며 겨자 먹기로 그 요구에 응했다
"I wanted to tell her what I thought, but then I decided to let sleeping dogs lie.","저는 그녀에게 제 생각을 말하고 싶었지만, 긁어 부스럼 만들지 않기로 결정 했습니다."
Do you mind if we put data night on ice for a few weeks until we get done with this project at work?,회사 프로젝트가 끝날 때까지 저녁 데이트를 미루는 게 어때요?
I'll need to scrape together some money so that I can buy your car.,당신의 차를 사기 위해 돈을 조달해야 할 것 같아요.
"These politicians know which way the wind is blowing regarding public opinion on the issue, and you can bet they'll vote accordingly.","이 정치인들은 이 문제에 대한 여론이 어느 쪽으로 흘러가고 있는지 알고 있으며, 그에 따라 투표할 것이라고 장담할 수 있습니다."
I have a lot of folders sitting on my desk. I am up to my ears in paperwork.,책상 위에 폴더가 잔뜩 놓여 있어서 서류 작업에 열중하고 있습니다.
You may become famous someday. Every dog has his day. ,자네는 언젠가 유명해질지도 모른다고. 쥐구멍에도 볕들 날 있으니까.
"You're right, it's your first child. I'll cut you some slack buddy.",맞아. 네 첫 아이지? 그럼 당연히 좀 봐 줘야지.
The lawyers were splitting hairs over the wording in the contract.,변호사들은 계약서의 내용에 대해 미묘한 차이를 놓치지 않으려고 노력했습니다.
"Feuds are a dime a dozen on the real housewives series, but few are as tragic as the rift between sisters Kim and Kyle Richards on Beverly Hills.",진짜 주부들 시리즈에서는 불화가 십중팔구지만 비버리힐스 에서 킴과 카일 리처드 자매의 불화만큼 비극적이지는 않다.
"It is possible, but only just by the skin of your teeth, for me to hold back from custody.","누는 구속을 저지할 수는 있겠지만, 아주 간신히 그럴 수 있을 뿐이다."
That's the last straw! ,참을 만큼 참았어.
Get your act together,정신 차리세요
Your success is one for the books.,네 성공은 기록해 둘만하다.
This product I bought doesn't work and is made poorly. I was ripped off.,내가 샀던 이 제품은 제대로 작동하지 않고 질도 나쁘네요. 나는 속았어요.
Well...now you're barking up the wrong tree. I know next to nothing about the gardening.,음.. 헛다리 짚네요. 난 정원일에 대해서는 문외한이잖아요.
Birds of a feather flock together. Those skinheads are always hanging around together in the street.,유유상종입니다. 그 머리를 짧게 깍은 사람들은 항상 길에서 함께 서성거립니다.
I’ve tried every which way to figure out this problem but I can’t. I’m at the end of my rope!,이 문제를 해결하기 위해 온갖 방법을 다 써보았지만 할 수가 없어요. 어찌할 바를 모르겠어요!
I can’t go to the restaurant tonight because I’m broke.,오늘 밤은 빈털터리라서 식당에 갈 수가 없습니다.
The salesman said he would give me a 5-year warranty; I told him to put it in black and white.,판매원은 내 구매에 5년 보증을 한다고 했어. 그걸 흑백으로 써 달라고 했어.
"My dad and my father-in-law are just apples and oranges, so they can't be in the same room.","내 아버지와 장인 어른은 완전히 달라서, 비교할 수 없어."
The fans went bananas when their team won the game at the last second.,그들의 팀이 마지막 순간에 경기에서 이겼을 때 팬들은 열광했습니다.
I've under the weather since last week.,지난주부터 컨디션이 좋지 않았어.
Don't beat around the bush.,돌려 말하는 거 그만 둬 줘.
He is at odds with his boss.,그는 상사와 의견이 맞지 않습니다.
She piled the kids in the back of the tiny car like peas in a pod and off they went.,그녀는 아이들을 콩깍지에 넣은 것처럼 작은 차 뒤에 쌓아놓고는 가버렸습니다.
They had to put their wedding on ice because of the Covid-19.,그들은 코로나 때문에 결혼식을 미뤄야 했다.
I'm not surprised these two are such friends; they are birds of a feather flock together.,나는 이 두 사람이 그런 친구라는 것이 놀랍지 않아요. 그들은 유유상종이에요.
Tony went bananas over the presents that his parents got him for Christmas.,토니는 그의 부모님이 크리스마스 선물로 주신 선물에 열광했습니다.
"To make matters worse, his parents got divorced when he was very young.",설상가상으로 그의 부모님은 그가 매우 어릴 때 이혼했다.
This movie never gets old.,이 영화는 절대 질리지 않아.
I get a kick out of it every time I see her dance.,그녀가 춤을 출 때마다 나는 그것을 즐긴다.
Break a leg,행운을 빌어!
This podcast is for the birds.,이 팟캐스트 형편 없어.
It is a good policy to strike while the iron is hot.,쇠뿔도 단김에 빼는 것은 좋은 예절이다.
I don't give a hoot who wins the election.,누가 선거에서 이기든 상관없습니다.
"If you tell everyone in the office about the company's plans to close, you may cause a lot of problems. Don't rock the boat!",회사의 폐업 계획을 사무실에 있는 모든 사람들에게 이야기하면 많은 문제를 일으킬 수 있습니다. 문제 일으키지 마세요!
my producer told me that I have been barking up the wrong tree.,피디님 말이 제가 헛다리 짚고 있었다고 하네요.
"Now that school is over, I want to live it up this weekend.",이제 학교가 끝났으니 이번 주말에 즐겁게 보내고 싶습니다.
I couldn’t believe how crazy she acted last night. She belongs in the loony bin!,어젯밤에 그녀가 얼마나 미친 짓을 했는지 믿을 수가 없었어요. 그녀는 정신병원에 속해 있어요!
"If he lies or hurts you, you should wash your hands of him.","그가 거짓말을 하거나 당신을 다치게 한다면, 당신은 그에게서 손을 떼야 합니다."
All these matters should be resolved with haste without yet having another storm in a teacup.,이 모든 문제들은 아직 쓸데 없는 논쟁으로 번지지 않았을 때 서둘러 해결되어야 합니다.
"Before I submit the report, I want to go over it one more time for mistakes.",보고서를 제출하기 전에 실수가 없는지 한 번 더 검토해보고 싶습니다.
We will leave no stone unturned to find out who did this.,우리는 누가 이런 짓을 했는지 알아내기 위해 수단과 방법을 가리지 않을 것입니다.
I was about to finish the puzzle when my little sister loused it up by mixing all the pieces.,내가 퍼즐을 거의 다 끝내려고 할 때 여동생이 퍼즐을 다 섞어서 다 망쳤어요.
Her credit card debts snowballed and now she can't financially recover.,"그녀의 카드값이 눈덩이처럼 불어났어, 이제 회복을 못할거야."
He doesn't have a prayer of making the team.,그는 팀에 들어갈 기회가 없습니다.
"I know you want to buy my car. If your offer is within reason, then it's a deal.","당신이 내 차를 사고 싶어하는 것을 압니다. 당신의 제안이 합당하다면, 거래합시다."
