Idioms,en,ko
,"Despite his promises, he soon realized that a leopard cannot change its spots, and his old habits resurfaced.",그의 결심에도 불구하고 그는 제 버릇 개 못 준다는 것을 깨달았고 그의 옛 습관이 다시 떠올랐습니다.
,"A leopard may act like a kitten while being petted, but he can't change his spots.",표범의 행동이 마치 애완용 어린 고양이 같있다. 하지만 제 버릇 개 못 주는 법이다.
,"He is bound to fail the exam again, a Leopard cannot change his spots after all.",그는 시험에 또 떨어질 수밖에 없습니다. 제 버릇 개 못 주는 법.
,She is still going after married men. It is impossible for a Leopard to change his spots.,그녀는 여전히 유부남을 원하고 있습니다. 제 버릇 개 못 주는 법.
,"I'd like to believe that a little birdie told you about my secret, but I know exactly who it was that let you in on it.","어디선가 제 비밀에 대해서 들었다고 믿고 싶었지만, 난 정확히 누가 말했는지 알고 있어요."
,A little bird told me that today is your wedding anniversary.,"어디서 들었는데, 오늘 너 결혼 기념일이라던데."
,A little bird has told me all about your journey to New York.,"어디서 들었는데, 네 뉴욕 여행."
,He read about the procedure online and thought he doesn't need the doctor to get it done. A little knowledge is indeed a dangerous thing.,그는 온라인에서 이 수술에 대해 읽었고 수술을 받는 데 의사가 필요하지 않다고 생각 했다. 선무당이 사람 잡는 격이다.
,She cut her own fringes and ended up making her face look ridiculous. A little knowledge can be a dangerous thing.,그녀는 자신의 손가락을 베었고 결국 자신의 얼굴을 우스꽝스럽게 만들었습니다. 선무당이 사람 잡는 격입니다 
,What a load of cobblers! There aren't any ghosts.,허튼 소리 그만해! 유령 따위는 없어.
,It could be a load of codswallop for all I know.,내가 아는 한 아주 터무니 없는 말이야.
,I've never heard such a load of old codswallop in my life. ,내 평생 그렇게 케케묵은 순 헛소리는 들어본 적이 없다.
,The clause is a load of codswallop.,그 조항은 헛소리 덩어리야.
,It is a millstone around his neck. ,그것은 나를 괴롭히는 무거운 짐이다.
,"Although they scored the last goal, that one miss was as good as a mile.","비록 그들이 마지막 골을 넣었지만, 오십보백보 입니다."
,"It does not matter that you scored two marks less than her, you will not be given the prize because a miss is as good as mile.","당신이 그녀보다 2점을 적게 받았더라도 상관없습니다, 오십보백보 이기 때문에 당신은 상을 받지 못할 것입니다."
,I ran a marathon ones and can tell you that only in charitable runs a miss is not as good as a mile. Everywhere else the competition is fierce.,저는 마라톤 대회에 참가했는데 자선 달리기에서만 실수는 1마일만큼 좋지 않다고 말씀드릴 수 있습니다. 다른 모든 곳에서는 경쟁이 치열합니다.
,He did not get the award even this year after all the hard work he put in. He is quite depressed since a miss of this nature is as good as mile.,고생 끝에 올해도 상을 못 받으셨는데 이런 일을 놓치면 기분이 사뭇 우울합니다.
,"Absolutely! A picture is worth a thousand words, and this one tells a beautiful story.","맞아! 백문이 불여일견이라고, 그림 하나가 아름다운 이야기를 전달하네."
,A picture is worth a thousand words.,백문이 불여일견.
,"That's true. It's very memorable and they say that a picture is worth a thousand words, right?",맞아요. 사진에는 많은 추억을 담을 수 있구요 백문이 불여일견이라고 남는건 사진 뿐이죠.
,A word of kindness is better than a fat pie.,말 한마디로 천 냥 빚을 갚는다.
,"I can't describe how beautiful the scenery was, but this photo proves that a picture is worth a thousand words","경치가 얼마나 아름다운지 설명할 수 없지만, 이 사진은 백문이 불여일견이라는 말을 대신할 수 있다는 것을 증명해요."
,"Right, let's cut to the chase. How much is it going to cost?","좋아요, 바로 본론으로 들어가죠. 비용이 얼마나 들겠어요?"
,Commencement speeches are always so boring. Cut to the chase!,졸업식 연설은 언제나 너무 지루해. 본론으로 들어가라고!
,Let's cut to the chase and talk about the real problem here.,이제 본론으로 들어가서 진짜 문제에 대해 얘기해 봅시다.
,I am about 3 seconds away from being arrested.,나 진짜 체포 되기 직전이라고.
,When you're second away from being murdered.,죽음이 바로 눈 앞에 닥쳤을 때
,He was seconds away from defeating Fanon.,Ganon을 이기기 바로 직전이었죠.
,We were 45 seconds away from gold metal.,우린 금메달을 코 앞에 두고 있었어.
,I'm two seconds away from freedom.,자유가 바로 코 앞이라고.
,She was just a few seconds away from getting her dream job.,그녀는 꿈의 직장을 얻기 바로 직전이었다.
,The train was seconds away from departing when I finally reached the platform.,내가 플랫폼에 도착했을 때 기차는 출발하기 바로 직전이었다.
,She could be dead for all I know.,그녀가 죽었든 말든 내가 알게 뭐야.
,For all I know she's still living in Boston. ,잘 모르긴 해도 그녀가 아직 보스턴에 살 걸.
,He may be a bamstick for all I know. ,저 사람은 미쳤는지도 모른다.
,He may be a mad hatter for all I know.,저 사람은 정말 미치광이일지도 몰라.
,He may be a good man for all I know. ,그는 의외로 좋은 사람일지도 모른다.
,"He is still there, for all I know.",잘 모르지만 그는 아직 거기 있다.
,He may be a lunatic for all I know.,저 사람은 미쳤는지도 모른다.
,For all I know you're lying to me. ,잘 모르지만 너는 내게 거짓말하고 있는 거야.
,That could be salt water for all I know. ,잘은 모르지만 그건 소금물일 수 있다.
,"For all I know, this is some kind of trick. ",아마도 이것은 일종의 속임수다.
,"For all I know, there's a new wrestling champion. ",잘 모르지만 나는 새 레슬링 챔피언이 있다는 걸로 알고 있다.
,"And for all I know, this could be perfectly normal.","그리고 잘은 모르지만, 이것은 완전히 정상일 수 있다."
,They're probably tuning up your car for all I know. ,아마도 그 사람들이 당신 차를 정비할 지도 모르겠네요.
,"And for all I know, there's wads of evidence to support it. ",내가 알기로는 그것을 지지해줄 증거다발이 있다.
,This is the icing on the cake.,금상첨화다.
,"Qualifying was my only goal, so winning is icing on the cake. ",예선이 나의 유일한 목표였기 때문에 우승은 금상첨화였습니다.
,"I was just content to see my daughter in such a stable relationship but a grandchild, that really was the icing on the cake.",나는 내 딸이 그렇게 안정적인 관계를 유지하고 있는 것을 보고 만족했지만 손자는 정말 금상첨화였습니다.
,I love my job and getting public recognition is merely the frosting on the cake.,나는 내 일을 사랑하며 대중의 인정을 받는 것은 단지 금상첨화일 뿐입니다.
,"The administration has cried wolf so many times, it's difficult to know if there's a problem or not.","정부가 콩으로 메주를 쑨다고 해도 안 믿는다, 진짜로 문제가 있는지 없는지 아는 것이 어렵습니다."
,"Where money is concerned, she is as hard as nails.",돈 문제라면 그녀는 인정사정이 없다.
,Don't expect any smpathy from the boss. She's as hard as nails.,사장님한테 많은 동정을 바라지 마세요. 그 분은 인정사정 없으신 분이에요.
,That drill sergeant is as hard as nails.,저 훈련 담당 교관은 아주 인정사정 없는 사람이다.
,The old load of bread was dried out and become as hard as nails.,오래된 빵은 말라 비틀어져 딱딱했다.
,Ann was unpleasant and hard as nails.,앤은 심술궂고 인정사정 없다.
,I talked to some of them and they were as keen as mustard.,저는 그들 중 몇몇과 이야기를 나눴는데 그들은 아주 열정적이었습니다.
,She won another's confidence with her attitude that is keen as mustard.,그녀는 열정적인 태도로 다른 사람의 신뢰를 얻었습니다.
,A young women I know of was in her first job and keen as mustard.,내가 아는 한 젊은 여성은 그녀의 첫 직장에 있었고 매우 열심이었습니다.
,The runner overtook the other hundlers by leaps and bounds.,그 선수는 다른 쟁애물 경주 선수들을 매우 빠르게 따라 잡았다.
,Our garden is growing by leaps and bounds.,우리 집 정원의 화초는 쑥쑥 자라고 있다.
,That company is growing by leaps and bounds.,그 회사는 급속히 성장하고 있다.
,The company's profits increased by leaps and bounds.,회사 수익이 급속히 늘었다.
